Brand,Processor,Graphic Processor,Capacity,RAM Type,RAM Speed,SSD Capacity,SSD Type,Graphics Memory,Battery Capacity,Battery Type,Weight,Warranty,Wi-Fi Version,Bluetooth Version,Price (Rs),Category,Processor Tier,GPU Tier
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.38,1.0,6.0,5.3,85999.0,Business,Upper Midrange,Integrated
HP,Intel Core i3-1215U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,41.0,Li-Ion,1.6,1.0,6.0,5.3,51999.0,Business,Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,51.0,Li-Ion,1.38,1.0,6.0,5.3,64999.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.38,1.0,6.0,5.3,97999.0,Business,High End,Integrated
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.38,1.0,6.0,5.3,95999.0,Business,High End,Integrated
HP,Intel Core i7-1355U,Intel UHD Graphics,32.0,DDR5,5200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.36,1.0,6.0,5.3,123999.0,Premium,High End,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,41.0,Li-Ion,1.6,1.0,6.0,5.3,63999.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-1355U,Intel UHD Graphics,16.0,DDR5,5200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.36,1.0,6.0,5.3,117999.0,Business,High End,Integrated
HP,Intel Core i7-1355U,Intel Iris Xe Graphics,32.0,LPDDR5,6400.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.3,1.0,6.0,5.3,134999.0,Premium,High End,Integrated
HP,Intel Core i7-1365U,Intel Iris Xe Graphics,32.0,LPDDR5,6400.0,512.0,M.2/Optane,0,68.0,Li-Ion,0.99,1.0,6.0,5.3,232999.0,Premium,High End,Integrated
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,42.0,Li-Ion,1.38,1.0,6.0,5.3,80999.0,Business,High End,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,51.0,Li-Ion,1.38,1.0,6.0,5.3,65999.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,51.0,Li-Ion,1.37,1.0,6.0,5.3,94499.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,41.0,Li-Ion,1.6,1.0,6.0,5.3,50999.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,51.0,Li-Ion,1.38,1.0,6.0,5.3,54999.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.6,1.0,6.0,5.3,38999.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,51.0,Li-Ion,1.38,1.0,6.0,5.2,82999.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,42.0,Li-Ion,1.74,1.0,6.0,5.3,49999.0,Budget,Upper Midrange,Integrated
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,41.0,Li-Ion,1.74,1.0,5.0,5.0,39499.0,Budget,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,42.0,Li-Ion,1.74,1.0,6.0,5.2,59999.0,Student,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,51.0,Li-Ion,1.37,1.0,6.0,5.3,98999.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,LPDDR4X,4266.0,512.0,M.2/Optane,0,52.5,Li-Ion,1.5,1.0,6.0,5.1,64490.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 5625U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,51.0,Li-Ion,1.38,1.0,6.0,5.3,62999.0,Business,Upper Midrange,Integrated
HP,Intel Core i3-1215U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,41.0,Li-Ion,1.74,1.0,6.0,5.2,37999.0,Budget,Midrange,Integrated
HP,Intel Core i5-1335U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,41.0,Li-Ion,1.47,1.0,6.0,5.3,64999.0,Business,Upper Midrange,Integrated
HP,AMD Ryzen 5 7530U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,51.0,Li-Ion,1.38,1.0,6.0,5.3,68999.0,Business,Upper Midrange,Integrated
HP,Intel Core i7-12650H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.29,1.0,6.0,5.3,76490.0,Gaming,High End,Entry Gaming
HP,Intel Core Ultra 7-155U,NVIDIA RTX A500,16.0,DDR5,5600.0,512.0,"2.5"" SATA",4,83.0,Li-Ion,2.12,3.0,6.0,5.3,181999.0,Creator Workstation,High End,Workstation
HP,Intel Core i7-1255U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,41.0,Li-Ion,1.6,1.0,6.0,5.3,64999.0,Business,High End,Integrated
HP,Intel Core Ultra 7-155H,NVIDIA RTX 2000 Ada,32.0,DDR5,5600.0,512.0,"2.5"" SATA",8,83.0,Li-Ion,2.12,3.0,6.0,5.3,223999.0,Creator Workstation,High End,Workstation
HP,Intel Core Ultra 7-155U,NVIDIA RTX A500,32.0,DDR5,5600.0,512.0,"2.5"" SATA",4,83.0,Li-Ion,2.12,3.0,6.0,5.3,189999.0,Creator Workstation,High End,Workstation
HP,Intel Core Ultra 9-185H,NVIDIA RTX 2000 Ada,32.0,DDR5,5600.0,512.0,M.2/Optane,8,83.0,Li-Ion,2.12,3.0,6.0,5.3,263999.0,Creator Workstation,Flagship,Workstation
HP,Intel Core Ultra 9-185H,NVIDIA RTX A1000,32.0,DDR5,5600.0,512.0,"2.5"" SATA",4,83.0,Li-Ion,2.12,3.0,6.0,5.3,246999.0,Creator Workstation,Flagship,Workstation
HP,Intel Core Ultra 7-155H,NVIDIA RTX A1000,16.0,DDR5,5600.0,512.0,"2.5"" SATA",4,83.0,Li-Ion,2.12,3.0,6.0,5.3,196999.0,Creator Workstation,High End,Workstation
HP,Intel Core Ultra 7-155H,NVIDIA RTX A1000,32.0,DDR5,5600.0,512.0,M.2/Optane,4,83.0,Li-Po,2.12,3.0,6.0,5.3,204999.0,Creator Workstation,High End,Workstation
Dell,Intel Core i3-1305U,Intel UHD Graphics,8.0,DDR5,4400.0,256.0,M.2,0,41.0,Li-Ion,1.56,1.0,6.0,Unknown,42489.0,Business,Midrange,Integrated
HP,Intel Core i5-12450H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,52.0,Li-Ion,2.29,1.0,5.0,5.3,59990.0,Gaming,Upper Midrange,Entry Gaming
HP,Intel Core 3-100U (Series 1),Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,43.0,Li-Po,1.51,1.0,6.0,5.3,66999.0,Business,Midrange,Integrated
Dell,Intel Core i5-1334U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,M.2/Optane,0,41.0,Li-Ion,1.66,1.0,5.0,Unknown,48989.0,Business,Upper Midrange,Integrated
Infinix,Intel Core i7-1195G7,Intel Iris Xe Graphics,16.0,LPDDR4X,4267.0,512.0,"2.5"" SATA",0,50.0,Li-Po,1.8,1.0,5.0,5.1,47990.0,Budget,High End,Integrated
Dell,Intel Core i5-1334U,Intel UHD Graphics,8.0,DDR5,4400.0,256.0,M.2/Optane,0,41.0,Li-Ion,1.56,1.0,6.0,Unknown,56590.0,Business,Upper Midrange,Integrated
Dell,Intel Core 5-120U (Series 1),Intel UHD Graphics,8.0,DDR5,5200.0,256.0,M.2/Optane,0,54.0,Li-Ion,1.75,3.0,6.0,Unknown,74689.0,Student,Upper Midrange,Integrated
Dell,Intel Core i3-1305U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,M.2,0,41.0,Li-Ion,1.66,1.0,5.0,Unknown,37989.0,Business,Midrange,Integrated
Infinix,Intel Core i3-1115G4,Intel UHD Graphics,8.0,LPDDR4X,3733.0,256.0,"2.5"" SATA",0,50.0,Li-Po,1.8,1.0,5.0,5.1,29490.0,Budget,Midrange,Integrated
Dell,Intel Core i5-1334U,Intel Iris Xe Graphics,16.0,DDR5,4400.0,512.0,M.2/Optane,0,41.0,Li-Ion,1.56,1.0,6.0,Unknown,63190.0,Business,Upper Midrange,Integrated
Dell,Intel Core i5-1334U,Intel Iris Xe Graphics,16.0,DDR5,4400.0,512.0,M.2/Optane,0,41.0,Li-Ion,1.56,1.0,6.0,Unknown,68790.0,Business,Upper Midrange,Integrated
Infinix,Intel Core i3-1215U,Intel UHD Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,70.0,Li-Ion,1.78,1.0,6.0,5.2,54990.0,Student,Midrange,Integrated
Dell,Intel Core 5-120U (Series 1),Intel UHD Graphics,16.0,DDR5,5200.0,512.0,M.2,0,54.0,Li-Ion,1.56,1.0,6.0,Unknown,73290.0,Business,Upper Midrange,Integrated
Acer,Intel Core i3-1315U,Intel UHD Graphics,8.0,LPDDR4X,3200.0,256.0,"2.5"" SATA",0,56.0,Li-Ion,1.37,1.0,6.0,5.1,44990.0,Business,Midrange,Integrated
Acer,Intel Core i5-13420H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,M.2,4,54.0,Li-Ion,1.99,1.0,6.0,5.2,59990.0,Gaming,Upper Midrange,Entry Gaming
Infinix,Intel Core i3-1215U,Intel UHD Graphics,16.0,LPDDR4X,3200.0,512.0,"2.5"" SATA",0,70.0,Li-Ion,1.78,1.0,6.0,5.2,59990.0,Student,Midrange,Integrated
Dell,Intel Core i5-1345U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,42.0,Li-Ion,1.54,1.0,6.0,Unknown,97800.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2,0,57.0,Li-Ion,1.76,1.0,6.0,5.0,86991.0,Student,High End,Integrated
Dell,Intel Core i5-13450HX,NVIDIA GeForce RTX 3050,8.0,DDR5,4800.0,256.0,M.2,4,56.0,Li-Ion,2.81,1.0,6.0,Unknown,75739.0,Gaming,Upper Midrange,Entry Gaming
Dell,Intel Core i5-1335U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,42.0,Li-Ion,1.81,1.0,6.0,Unknown,101339.0,Student,Upper Midrange,Integrated
Dell,Intel Core i5-1345U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,42.0,Li-Ion,1.54,1.0,6.0,Unknown,103350.0,Business,Upper Midrange,Integrated
Acer,Intel Core i3-N305,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,38.0,Li-Ion,1.45,1.0,5.0,5.2,31999.0,Business,Midrange,Integrated
Dell,Intel Core Ultra 5-125U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,38.0,Li-Ion,1.15,1.0,7.0,5.4,158948.0,Premium,Upper Midrange,Integrated
Dell,Intel Core Ultra 5-135U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,57.0,Li-Ion,1.6,1.0,7.0,5.4,138768.0,Premium,Upper Midrange,Integrated
Dell,Intel Core i7-1365U,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,54.0,Li-Ion,1.39,1.0,6.0,Unknown,133529.0,Premium,High End,Integrated
Dell,Intel Core i5-1345U,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,M.2/Optane,0,54.0,Li-Ion,1.39,1.0,6.0,Unknown,114609.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2/Optane,0,42.0,Li-Ion,1.38,1.0,6.0,5.3,64999.0,Business,Upper Midrange,Integrated
Dell,Intel Core Ultra 7-165U,Intel UHD Graphics,16.0,DDR5,5600.0,512.0,M.2/Optane,0,54.0,Li-Ion,1.4,1.0,6.0,5.3,151999.0,Premium,High End,Integrated
Dell,Intel Core Ultra 7-165U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,42.0,Li-Ion,1.23,1.0,6.0,5.3,146719.0,Premium,High End,Integrated
Dell,Intel Core Ultra 7-165U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2,0,57.0,Li-Ion,1.33,1.0,7.0,5.4,162131.0,Premium,High End,Integrated
Dell,Intel Core Ultra 7-165U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,57.0,Li-Ion,1.15,1.0,7.0,5.4,160919.0,Premium,High End,Integrated
Dell,Intel Core Ultra 5 135U,Intel UHD Graphics,16.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,38.0,Li-Ion,1.15,1.0,7.0,5.4,159478.0,Premium,Upper Midrange,Integrated
Lenovo,Intel Core i7-13650HX,NVIDIA GeForce RTX 4050,24.0,DDR5,4800.0,512.0,"2.5"" SATA",6,60.0,Li-Ion,2.4,1.0,6.0,5.2,103490.0,Gaming,High End,Midrange
Acer,Intel Core Ultra 7-155H,Intel Arc Graphics,16.0,LPDDR5X,7200.0,512.0,"2.5"" SATA",0,65.0,Li-Ion,1.3,1.0,7.0,5.3,94999.0,Business,High End,Integrated
Dell,Intel Core Ultra 7-165U,Intel UHD Graphics,32.0,DDR5,5600.0,512.0,M.2/Optane,0,54.0,Li-Ion,1.62,1.0,6.0,5.3,171219.0,Premium,High End,Integrated
Acer,Intel Core i3-N305,Intel UHD Graphics,8.0,LPDDR5,5200.0,256.0,"2.5"" SATA",0,40.0,Li-Ion,1.7,1.0,6.0,5.2,29999.0,Business,Midrange,Integrated
Acer,Intel Core i7-1255U,Intel UHD Graphics,16.0,DDR4,3200.0,512.0,M.2,0,36.0,Li-Ion,1.59,1.0,6.0,5.2,52990.0,Business,High End,Integrated
Acer,Intel Core Ultra 7-155H,Intel Arc Graphics,32.0,LPDDR5X,7200.0,512.0,"2.5"" SATA",0,65.0,Li-Ion,1.3,1.0,7.0,5.3,99999.0,Business,High End,Integrated
MSI,Intel Core i9-14900HX,NVIDIA GeForce RTX 4090,64.0,DDR5,5200.0,512.0,M.2,16,99.9,Li-Ion,3.6,2.0,6.0,5.4,399390.0,Gaming,Flagship,Flagship
MSI,Intel Core Ultra 9-185H,NVIDIA GeForce RTX 4080,64.0,DDR5,5600.0,512.0,M.2,12,99.9,Li-Ion,2.89,2.0,7.0,5.4,389990.0,Gaming,Flagship,Flagship
MSI,Intel Core i9-14900HX,NVIDIA GeForce RTX 4090,128.0,DDR5,5200.0,512.0,M.2,16,99.9,Li-Ion,3.6,2.0,6.0,5.4,499990.0,Gaming,Flagship,Flagship
Asus,Intel Core Ultra 7-155H,Intel Arc Graphics,32.0,LPDDR5X,7200.0,512.0,M.2/Optane,0,75.0,Li-Ion,1.28,1.0,6.0,5.3,127990.0,Premium,High End,Integrated
Acer,Intel Core i5-12450H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,M.2,4,54.0,Li-Ion,1.99,1.0,6.0,5.1,54999.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,M.2,4,54.0,Li-Ion,1.99,1.0,6.0,5.1,65999.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i5-1235U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,49.0,Li-Ion,1.34,3.0,6.0,5.2,55490.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-13420H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,50.0,Li-Ion,1.78,1.0,6.0,5.1,57999.0,Gaming,Upper Midrange,Entry Gaming
Acer,AMD Ryzen 5 7430U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,49.0,Li-Ion,1.35,3.0,6.0,5.2,53990.0,Business,Upper Midrange,Integrated
Acer,Intel Core i5-13420H,NVIDIA GeForce RTX 4050,16.0,DDR5,5200.0,512.0,M.2,6,57.0,Li-Ion,2.1,1.0,6.0,5.1,82990.0,Gaming,Upper Midrange,Midrange
Acer,AMD Ryzen 3 7330U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,36.0,Li-Ion,1.35,3.0,6.0,5.2,36490.0,Business,Midrange,Integrated
Acer,Intel Core i5-1335U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,49.0,Li-Ion,1.34,3.0,6.0,5.2,61990.0,Business,Upper Midrange,Integrated
HP,Intel Core Ultra 7-155H,Intel Arc Graphics,16.0,DDR5,5600.0,512.0,"2.5"" SATA",0,56.0,Li-Ion,1.39,1.0,6.0,5.3,105000.0,Business,High End,Integrated
Acer,Intel Core i5-1335U,Intel Iris Xe Graphics,8.0,LPDDR5,5200.0,256.0,M.2,0,50.0,Li-Ion,1.4,1.0,6.0,5.1,51999.0,Business,Upper Midrange,Integrated
HP,Intel Core i5-1235U,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,M.2,0,51.0,Li-Ion,1.38,3.0,6.0,5.3,79999.0,Business,Upper Midrange,Integrated
Lenovo,Qualcomm Snapdragon X Elite-X1E-78-100,Qualcomm Adreno GPU,16.0,LPDDR5X,7200.0,512.0,M.2,0,52.0,Li-Ion,1.28,1.0,6.0,Unknown,135360.0,Premium,Flagship,Integrated
Acer,Intel Core i7-1355U,Intel Iris Xe Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,49.0,Li-Ion,1.34,3.0,6.0,5.2,78990.0,Business,High End,Integrated
Samsung,Intel Core Ultra 5-125H,Intel Arc Graphics,16.0,LPDDR5X,7200.0,512.0,"2.5"" SATA",0,76.0,Li-Ion,1.56,1.0,6.0,5.3,141990.0,Premium,Upper Midrange,Integrated
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.65,1.0,5.0,5.0,33955.0,Business,Midrange,Integrated
Lenovo,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.0,1.0,Unknown,Unknown,35399.0,Business,Midrange,Integrated
Apple,Apple M2,Apple M2 GPU,8.0,LPDDR5,5200.0,256.0,"2.5"" SATA",0,58.0,Li-Po,1.38,1.0,6.0,5.0,139990.0,Premium,Midrange,Integrated
Lenovo,Intel Core i3-6006U,Intel HD 520,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.2,1.0,5.0,4.1,25490.0,Budget,Midrange,Other
Dell,Intel Core i3-6006U,Intel HD 520,4.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.36,1.0,5.0,4.1,27990.0,Budget,Midrange,Other
HP,Intel Celeron Dual Core N4020,Intel UHD 600,4.0,LPDDR4,2400.0,256.0,"2.5"" SATA",0,38.0,Li-Ion,2.3,1.0,5.0,5.0,21999.0,Budget,Budget,Integrated
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.66,1.0,5.0,5.0,67990.0,Business,High End,Integrated
Honor,AMD Ryzen 5 5500U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Po,1.38,1.0,5.0,Unknown,41990.0,Business,Upper Midrange,Integrated
Apple,Intel Core i5,Intel Iris Plus,8.0,LPDDR4X,3733.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.29,1.0,5.0,5.0,99990.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i5-12450H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.31,1.0,6.0,5.1,68190.0,Gaming,Upper Midrange,Entry Gaming
Acer,Intel Core i5-13500H,Intel Iris Xe Graphics,16.0,LPDDR5,5200.0,512.0,M.2,0,52.0,Li-Ion,1.25,1.0,5.0,5.2,79990.0,Business,Upper Midrange,Integrated
Asus,Intel Core i5-1035G1,Intel UHD Graphics,8.0,DDR4,3733.0,256.0,"2.5"" SATA",0,90.0,Li-Po,1.11,1.0,6.0,5.0,64990.0,Business,Upper Midrange,Integrated
Tecno,Intel Core i3-1115G4,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,70.0,Li-Ion,1.56,1.0,5.0,5.1,37999.0,Business,Midrange,Integrated
Lenovo,Intel Core i5-10210U,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.85,1.0,5.0,5.0,44990.0,Budget,Upper Midrange,Integrated
Lenovo,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.5,1.0,5.0,5.0,33490.0,Business,Midrange,Integrated
HP,AMD Ryzen 5 5500U,AMD Radeon Graphics,16.0,DDR4,3200.0,512.0,"2.5"" SATA",0,45.0,Li-Ion,1.75,1.0,5.0,5.0,52870.0,Student,Upper Midrange,Integrated
Lenovo,AMD Ryzen 3 5300U,AMD Radeon Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,45.0,Li-Ion,1.7,1.0,5.0,Unknown,26999.0,Business,Midrange,Integrated
HP,Intel Core i5-6200U,NVIDIA GeForce 940MX,8.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Po,2.03,1.0,5.0,4.2,59355.0,Student,Upper Midrange,Entry Gaming
HP,Intel Celeron N4500,Intel UHD Graphics,8.0,DDR4,2933.0,256.0,M.2,0,41.0,Li-Ion,1.46,1.0,5.0,4.2,35021.0,Business,Budget,Integrated
Zebronics,Intel Core i5-1155G7,Intel Iris Xe Graphics,8.0,LPDDR4,3200.0,256.0,M.2/Optane,0,52.0,Li-Ion,1.65,1.0,5.0,5.0,48999.0,Business,Upper Midrange,Integrated
HP,Intel Core i3-6006U,AMD Radeon R5 M430,4.0,DDR3,2133.0,256.0,"2.5"" SATA",2,52.0,Li-Ion,2.19,1.0,4.0,4.0,35929.0,Budget,Midrange,Other
Asus,Intel Core i5-9300H,NVIDIA GeForce GTX 1650,8.0,DDR4,2666.0,256.0,"2.5"" SATA",4,90.0,Li-Ion,2.4,1.0,5.0,5.0,69990.0,Gaming,Upper Midrange,Entry Gaming
HP,Intel Core i5-12450H,NVIDIA GeForce RTX 2050,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,52.0,Li-Ion,2.37,1.0,6.0,5.3,57056.0,Gaming,Upper Midrange,Entry Gaming
HP,AMD Ryzen 5 7520U,AMD Radeon Graphics,8.0,LPDDR5,5500.0,256.0,M.2/Optane,0,45.0,Li-Ion,1.59,1.0,5.0,5.3,39990.0,Business,Upper Midrange,Integrated
HP,Intel Core i3-7130U,Intel HD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.39,1.0,5.0,4.2,39900.0,Business,Midrange,Other
HP,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,M.2,4,70.0,Li-Ion,2.37,1.0,6.0,5.3,68999.0,Gaming,High End,Entry Gaming
Dell,Intel Core i3-1125G4,Intel UHD Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.5,1.0,Unknown,5.1,52990.0,Business,Midrange,Integrated
HP,AMD Ryzen 5 7520U,AMD Radeon Graphics,16.0,LPDDR5,6400.0,512.0,M.2,0,41.0,Li-Ion,1.59,1.0,5.0,5.3,37490.0,Business,Upper Midrange,Integrated
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8.0,DDR4,2400.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.5,1.0,5.0,5.0,57300.0,Business,Midrange,Integrated
HP,Intel Core i5-12450H,NVIDIA GeForce RTX 2050,16.0,DDR4,3200.0,512.0,M.2,4,52.5,Li-Ion,2.3,1.0,6.0,5.2,62990.0,Gaming,Upper Midrange,Entry Gaming
Dell,Intel Core i5-8250U,Intel UHD 620,8.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.2,1.0,5.0,4.1,55532.0,Student,Upper Midrange,Integrated
HP,AMD E2-9000E,AMD Radeon R2,4.0,DDR4,1866.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,2.1,1.0,4.0,4.2,22992.0,Budget,Entry,Other
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,8.0,DDR4,3200.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.8,1.0,6.0,5.0,57990.0,Student,Upper Midrange,Integrated
Acer,Intel Core i5-7300HQ,NVIDIA GeForce GTX 1050,8.0,DDR4,2400.0,256.0,"2.5"" SATA",4,60.0,Li-Ion,2.7,1.0,5.0,4.1,64999.0,Student,Upper Midrange,Entry Gaming
Lenovo,Intel Core i3-8130U,Intel UHD 620,4.0,DDR4,2133.0,256.0,"2.5"" SATA",0,52.0,Li-Ion,1.67,1.0,5.0,4.1,39990.0,Business,Midrange,Integrated
Acer,Intel Core i5-13500HX,NVIDIA GeForce RTX 4050,16.0,DDR5,5200.0,512.0,"2.5"" SATA",6,70.0,Li-Ion,2.6,1.0,5.0,5.1,104990.0,Gaming,Upper Midrange,Midrange
Lenovo,Intel Core i3-10110U,Intel UHD Graphics,8.0,DDR4,2666.0,256.0,"2.5"" SATA",0,52.0,Li-Po,1.7,1.0,Unknown,Unknown,36990.0,Business,Midrange,Integrated
Lenovo,Intel Core i5-11300H,NVIDIA GeForce RTX 3050,8.0,DDR4,3200.0,256.0,"2.5"" SATA",4,70.0,Li-Ion,2.25,1.0,6.0,5.0,59840.0,Gaming,Upper Midrange,Entry Gaming
HP,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050,16.0,DDR4,3200.0,512.0,"2.5"" SATA",4,70.0,Li-Ion,2.37,1.0,5.0,5.3,72990.0,Gaming,High End,Entry Gaming
